unique_row,year,age,term,difficulty,block,macro_topic,topic,small_step_num,small_step_num_in_topic,small_step_name,ss_wr_desc,ss_desc,small_step_id,small_step_key,year_order,term_order,topic_order,source_row_index,legacy_step_position
Year10SummerFoundationPythagoras’theoremandtrigonometry,Year 10,14-15,Summer,Foundation,6,Pythagoras’ theorem and trigonometry,Pythagoras’ theorem and trigonometry,1468,3,"Identify hypotenuse, opposite and adjacent sides​",Updated May 2026,Updated May 2026,"Year 10_14-15_Summer_Foundation_Pythagoras’ theorem and trigonometry_3_Identify hypotenuse, opposite and adjacent sides​",year-10__14-15__summer__foundation__pythagoras-theorem-and-trigonometry__3__identify-hypotenuse-opposite-and-adjacent-sides,10,3,6,37,3
Year10SummerFoundationPythagoras’theoremandtrigonometry,Year 10,14-15,Summer,Foundation,6,Pythagoras’ theorem and trigonometry,Pythagoras’ theorem and trigonometry,1469,4,Ratios in right-angled triangles,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Pythagoras’ theorem and trigonometry_4_Ratios in right-angled triangles,year-10__14-15__summer__foundation__pythagoras-theorem-and-trigonometry__4__ratios-in-right-angled-triangles,10,3,6,37,4
Year10SummerFoundationPythagoras’theoremandtrigonometry,Year 10,14-15,Summer,Foundation,6,Pythagoras’ theorem and trigonometry,Pythagoras’ theorem and trigonometry,1470,5,Use the tangent ratio to find an unknown side length,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Pythagoras’ theorem and trigonometry_5_Use the tangent ratio to find an unknown side length,year-10__14-15__summer__foundation__pythagoras-theorem-and-trigonometry__5__use-the-tangent-ratio-to-find-an-unknown-side-length,10,3,6,37,5
Year10SummerFoundationPythagoras’theoremandtrigonometry,Year 10,14-15,Summer,Foundation,6,Pythagoras’ theorem and trigonometry,Pythagoras’ theorem and trigonometry,1471,6,Use the sine and cosine ratio to find an unknown side length,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Pythagoras’ theorem and trigonometry_6_Use the sine and cosine ratio to find an unknown side length,year-10__14-15__summer__foundation__pythagoras-theorem-and-trigonometry__6__use-the-sine-and-cosine-ratio-to-find-an-unknown-side-length,10,3,6,37,6
Year10SummerFoundationPythagoras’theoremandtrigonometry,Year 10,14-15,Summer,Foundation,6,Pythagoras’ theorem and trigonometry,Pythagoras’ theorem and trigonometry,1472,7,Use trigonometric ratios to find an unknown side length,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Pythagoras’ theorem and trigonometry_7_Use trigonometric ratios to find an unknown side length,year-10__14-15__summer__foundation__pythagoras-theorem-and-trigonometry__7__use-trigonometric-ratios-to-find-an-unknown-side-length,10,3,6,37,7
Year10SummerFoundationPythagoras’theoremandtrigonometry,Year 10,14-15,Summer,Foundation,6,Pythagoras’ theorem and trigonometry,Pythagoras’ theorem and trigonometry,1473,8,Use trigonometric ratios to find an unknown angle,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Pythagoras’ theorem and trigonometry_8_Use trigonometric ratios to find an unknown angle,year-10__14-15__summer__foundation__pythagoras-theorem-and-trigonometry__8__use-trigonometric-ratios-to-find-an-unknown-angle,10,3,6,37,8
Year10SummerFoundationSimultaneousequations,Year 10,14-15,Summer,Foundation,7,Simultaneous equations,Simultaneous equations,1475,1,Use one value to find another,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Simultaneous equations_1_Use one value to find another,year-10__14-15__summer__foundation__simultaneous-equations__1__use-one-value-to-find-another,10,3,7,38,1
Year10SummerFoundationSimultaneousequations,Year 10,14-15,Summer,Foundation,7,Simultaneous equations,Simultaneous equations,1476,2,Introduction to simultaneous equations,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Simultaneous equations_2_Introduction to simultaneous equations,year-10__14-15__summer__foundation__simultaneous-equations__2__introduction-to-simultaneous-equations,10,3,7,38,2
Year10SummerFoundationSimultaneousequations,Year 10,14-15,Summer,Foundation,7,Simultaneous equations,Simultaneous equations,1477,3,Solve simultaneous equations​ using graphs,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Simultaneous equations_3_Solve simultaneous equations​ using graphs,year-10__14-15__summer__foundation__simultaneous-equations__3__solve-simultaneous-equations-using-graphs,10,3,7,38,3
Year10SummerFoundationSimultaneousequations,Year 10,14-15,Summer,Foundation,7,Simultaneous equations,Simultaneous equations,1478,4,Solve simultaneous equations (no adjustments),Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Simultaneous equations_4_Solve simultaneous equations (no adjustments),year-10__14-15__summer__foundation__simultaneous-equations__4__solve-simultaneous-equations-no-adjustments,10,3,7,38,4
Year10SummerFoundationSimultaneousequations,Year 10,14-15,Summer,Foundation,7,Simultaneous equations,Simultaneous equations,1479,5,Manipulating equations,Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Simultaneous equations_5_Manipulating equations,year-10__14-15__summer__foundation__simultaneous-equations__5__manipulating-equations,10,3,7,38,5
Year10SummerFoundationSimultaneousequations,Year 10,14-15,Summer,Foundation,7,Simultaneous equations,Simultaneous equations,1480,6,Solve simultaneous equations (adjust one),Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Simultaneous equations_6_Solve simultaneous equations (adjust one),year-10__14-15__summer__foundation__simultaneous-equations__6__solve-simultaneous-equations-adjust-one,10,3,7,38,6
Year10SummerFoundationSimultaneousequations,Year 10,14-15,Summer,Foundation,7,Simultaneous equations,Simultaneous equations,1481,7,Solve simultaneous equations (adjust both) (E),Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Simultaneous equations_7_Solve simultaneous equations (adjust both) (E),year-10__14-15__summer__foundation__simultaneous-equations__7__solve-simultaneous-equations-adjust-both-e,10,3,7,38,7
Year10SummerFoundationSimultaneousequations,Year 10,14-15,Summer,Foundation,7,Simultaneous equations,Simultaneous equations,1482,8,Solve simultaneous equations by substitution (E),Updated May 2026,Updated May 2026,Year 10_14-15_Summer_Foundation_Simultaneous equations_8_Solve simultaneous equations by substitution (E),year-10__14-15__summer__foundation__simultaneous-equations__8__solve-simultaneous-equations-by-substitution-e,10,3,7,38,8
